用户ID,商品ID,品牌,品牌ID,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价
710527,5669831,GAP,207780,GAP男士纯棉T恤 白色 XXL码,服装鞋帽,6347472,pv,1511720249,251.14
309505,5954090,华硕,838697,华硕天选4 i7/16GB/1TB,电子产品,1788515,buy,1511925138,2346.39
958130,6440356,苹果,849003,苹果MacBook Pro M2 16GB/512GB,电子产品,1788515,buy,1511966229,10230.41
803787,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,buy,1511741586,4253.85
231414,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,pv,1511822102,644.72
620306,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,pv,1512076778,429.08
865179,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,buy,1511684997,4784.11
144618,8477582,美的,528928,美的微波炉M3-L232F,家用电器,8888283,pv,1512001583,623.65
986827,8455672,雅诗兰黛,430064,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,7040903,buy,1511793934,393.31
165858,4912883,迪奥,822650,迪奥香水 花香调 50ml,美妆护肤,7040903,buy,1511814698,577.74
518098,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,buy,1512079567,26.95
486945,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,pv,1511850794,5326.21
535970,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1511770747,14348.67
191161,6910038,阿迪达斯,652847,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,6347472,buy,1511893890,695.67
468154,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1511832577,44.26
577079,5089357,H&M,912310,H&M基础款T恤 黄色 S码,服装鞋帽,6347472,buy,1512023065,114.97
733052,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,cart,1511682356,2617.46
774020,3061679,统一,188064,统一汤达人 130g*5袋,食品饮料,7142910,buy,1511978365,36.19
218972,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,cart,1511889055,1814.26
646781,2431720,联想,436330,联想拯救者Y9000P i9/32GB/2TB,电子产品,1788515,buy,1511812540,4249.18
156802,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1511881115,3311.19
157174,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,cart,1511947210,65.5
584714,4073737,VIVO,647850,VIVOX100 Pro 128GB 蓝色,电子产品,1788515,buy,1511849129,6329.2
725780,6998086,资生堂,318919,资生堂悦薇面霜 50ml,美妆护肤,7040903,buy,1511850885,1319.95
740255,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1512122361,1624.95
897135,4912883,迪奥,822650,迪奥香水 花香调 50ml,美妆护肤,7040903,buy,1511871374,577.74
401198,567938,华为,339116,华为Mate 60 Pro 512GB 黑色,电子产品,1788515,buy,1511802216,6226.75
903373,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,buy,1512095629,26.95
975679,1988867,荣耀,111804,荣耀Magic6 Pro 512GB 紫色,电子产品,1788515,buy,1511971661,2037.51
139286,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1511888018,22.71
849747,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,buy,1512140207,227.12
656639,6910038,阿迪达斯,652847,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,6347472,buy,1511961611,695.67
493049,8005001,耐克,901589,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,6347472,buy,1511848740,774.31
563864,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,buy,1512318483,5326.21
554582,2889495,华硕,838697,华硕灵耀14 i5/16GB/512GB,电子产品,1788515,buy,1511968111,7916.2
724377,6753877,格力,434092,格力空调KFR-50LW/NhGc1B,家用电器,8888283,cart,1512082892,6044.88
961722,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,cart,1511661986,6767.84
517643,5596741,西门子,718578,西门子冰箱KA92NV02TI,家用电器,8888283,pv,1512048574,5730.1
350280,6998086,资生堂,318919,资生堂悦薇面霜 50ml,美妆护肤,7040903,buy,1511698899,1319.95
684041,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,buy,1512075079,303.67
464301,9028628,可口可乐,927706,可口可乐芬达 330ml*24罐,食品饮料,7142910,buy,1511989143,76.63
938171,5959961,统一,188064,统一阿萨姆奶茶 500ml*15瓶,食品饮料,7142910,pv,1511961132,58.6
807617,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,buy,1511750679,4253.85
531071,6753877,格力,434092,格力空调KFR-50LW/NhGc1B,家用电器,8888283,buy,1512273518,6044.88
582071,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,buy,1512141295,429.08
770872,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1512088856,426.81
146385,8703665,全友,2509,全友家居推拉门衣柜 2m 米色,家居用品,2884020,buy,1511676396,5195.16
640310,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1512101132,2372.87
126925,5667640,李宁,693143,李宁篮球鞋 音速11 白色 43码,服装鞋帽,6347472,buy,1512317124,567.92
431495,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,buy,1511910008,1814.26
984642,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1511608644,77.52
359961,5382909,顾家,257671,顾家家居实木书桌 1.6m 棕色,家居用品,2884020,buy,1511734796,1790.83
584838,6448942,伊利,353571,伊利QQ星 125ml*20盒,食品饮料,7142910,cart,1511735703,26.02
377932,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,buy,1512061665,6767.84
677086,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,pv,1511895714,6667.81
614426,3744636,华为,339116,华为MatePad Pro 12.6寸 i5/8GB/256GB,电子产品,1788515,buy,1511689401,4415.07
668969,6770816,顾家,257671,顾家真皮沙发 3人位 黑色,家居用品,2884020,buy,1511998320,10064.02
938171,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,buy,1511888591,429.08
365971,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,buy,1512273571,6767.84
426084,920552,欧派,934621,欧派橱柜 3m L型 白色,家居用品,2884020,buy,1512063797,659.28
479430,7423681,全友,2509,全友餐桌 1.2m 灰色,家居用品,2884020,buy,1512252791,2649.18
139434,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,buy,1512047506,303.67
177333,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,buy,1511835873,775.68
590094,9213213,蒙牛,124278,蒙牛早餐奶 250ml*16盒,食品饮料,7142910,buy,1511802205,87.16
154944,6068189,三星,517820,三星Galaxy Tab S9 12GB/512GB,电子产品,1788515,buy,1511991425,16932.36
189110,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,fav,1512290360,605.03
971662,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,fav,1511962373,26.95
312994,7755662,雅诗兰黛,430064,雅诗兰黛红石榴面霜 50ml,美妆护肤,7040903,cart,1511650086,972.88
351083,5669831,GAP,207780,GAP男士纯棉T恤 白色 XXL码,服装鞋帽,6347472,buy,1511721274,251.14
720556,8771005,ZARA,1667,ZARA基础款T恤 灰色 S码,服装鞋帽,6347472,buy,1512258958,79.73
823378,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1512061822,65.5
690341,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,pv,1511833010,22.71
634150,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,buy,1511909119,644.72
341192,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1512060153,284.11
265613,1017947,格力,434092,格力变频冰箱 BCD-520WPQC,家用电器,8888283,buy,1512216339,7436.6
353690,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,buy,1511831292,4784.11
649857,9362627,方太,877093,方太集成灶X1系列,家用电器,8888283,buy,1511814620,734.0
542417,3160812,OPPO,455018,OPPOFind X7 Ultra 1TB 黑色,电子产品,1788515,buy,1512040101,6411.91
456778,8005001,耐克,901589,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,6347472,buy,1512323761,774.31
581206,4083974,小米,307716,小米Pad 6 Pro 8GB/256GB,电子产品,1788515,buy,1512091478,5115.64
712955,9772295,兰蔻,783723,兰蔻眼霜 15ml,美妆护肤,7040903,buy,1512047914,1833.71
471507,5089357,H&M,912310,H&M基础款T恤 黄色 S码,服装鞋帽,6347472,pv,1511807711,114.97
417534,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,buy,1512220665,644.72
177558,4408643,迪奥,822650,迪奥烈焰蓝金口红 999号,美妆护肤,7040903,buy,1511874282,728.08
819112,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1511858494,928.24
564071,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,pv,1511761287,426.81
258290,5954090,华硕,838697,华硕天选4 i7/16GB/1TB,电子产品,1788515,cart,1511758962,2346.39
817941,4912883,迪奥,822650,迪奥香水 花香调 50ml,美妆护肤,7040903,buy,1511817785,577.74
655736,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1512227776,22.71
910620,4547348,OPPO,455018,OPPOReno11 Pro 256GB 绿色,电子产品,1788515,buy,1512175130,1774.2
478221,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1512008605,2903.45
337144,6604951,H&M,912310,H&M男士衬衫 棕色 S码,服装鞋帽,6347472,buy,1512318420,340.34
335137,2392644,优衣库,166135,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,6347472,buy,1512220316,226.09
785491,6035084,方太,877093,方太侧吸油烟机 CXW-358-8230,家用电器,8888283,buy,1511660635,4089.03
581206,3576892,欧莱雅,363490,欧莱雅面霜 50ml,美妆护肤,7040903,pv,1511852149,1897.44
342720,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1512240771,2632.79
515032,1988867,荣耀,111804,荣耀Magic6 Pro 512GB 紫色,电子产品,1788515,buy,1511627004,2037.51
303322,4764666,蒙牛,124278,百事纯水乐 550ml*24瓶,食品饮料,7142910,buy,1511999240,71.15
557007,3576892,欧莱雅,363490,欧莱雅面霜 50ml,美妆护肤,7040903,buy,1512232580,1897.44
543692,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,pv,1512129255,1650.54
800224,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,buy,1511831627,557.15
504832,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,pv,1511866455,14348.67
182857,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,buy,1511834306,314.05
147489,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,buy,1511783807,97.74
782054,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,pv,1511920290,97.74
154615,6390460,伊利,353571,伊利纯牛奶 250ml*24盒,食品饮料,7142910,buy,1511908155,86.37
205907,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1512032608,716.77
525942,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1512128035,3824.76
612756,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,buy,1511941547,2617.46
862560,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,buy,1511757807,14990.7
361736,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,cart,1512057247,284.11
946432,5743270,联想,436330,联想ThinkPad X1 Carbon i7/16GB/1TB,电子产品,1788515,buy,1511746991,3534.12
213668,1660574,耐克,901589,耐克运动袜 3双装 红色 XL码,服装鞋帽,6347472,buy,1512184187,399.74
699929,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1511766387,284.11
656639,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,buy,1511653135,429.08
432427,265553,兰蔻,783723,兰蔻菁纯口红 正红色,美妆护肤,7040903,buy,1512132210,246.61
197923,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,buy,1511767005,97.74
153945,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1512199066,411.26
722656,5491240,老板,109436,老板消毒柜ZTD100S-W727,家用电器,8888283,buy,1511939033,2298.27
989894,2431720,联想,436330,联想拯救者Y9000P i9/32GB/2TB,电子产品,1788515,buy,1511783222,4249.18
142210,4893768,森马,329714,森马商务衬衫 红色 M码,服装鞋帽,6347472,buy,1512189179,160.67
956156,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,buy,1512195043,5326.21
145767,4447443,老板,109436,老板油烟机CXW-260-27A3,家用电器,8888283,buy,1512133066,4673.99
662275,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,pv,1511811112,22.71
722651,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1511901302,65.5
245051,6753877,格力,434092,格力空调KFR-50LW/NhGc1B,家用电器,8888283,buy,1512054434,6044.88
848831,9772295,兰蔻,783723,兰蔻眼霜 15ml,美妆护肤,7040903,buy,1511950014,1833.71
396635,4447443,老板,109436,老板油烟机CXW-260-27A3,家用电器,8888283,pv,1511587665,4673.99
429657,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1512027177,65.5
817941,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1512026690,65.5
393992,4083974,小米,307716,小米Pad 6 Pro 8GB/256GB,电子产品,1788515,buy,1512292555,5115.64
728492,3744636,华为,339116,华为MatePad Pro 12.6寸 i5/8GB/256GB,电子产品,1788515,buy,1511986221,4415.07
928897,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,pv,1512053422,26.95
792267,4378399,全友,2509,全友鞋柜 80cm 棕色,家居用品,2884020,buy,1512098090,3179.19
503159,5954090,华硕,838697,华硕天选4 i7/16GB/1TB,电子产品,1788515,buy,1511966168,2346.39
854717,5877518,安踏,179263,安踏跑步鞋 C202 5代 黑色 42码,服装鞋帽,6347472,buy,1512132932,323.43
768676,6619218,GAP,207780,GAP卫衣 连帽款 蓝色 XL码,服装鞋帽,6347472,buy,1512022869,185.4
262998,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,buy,1511922991,605.03
795847,7656052,苹果,849003,苹果iPhone 15 Pro Max 1TB 黑色,电子产品,1788515,buy,1511777451,6002.66
806215,5551267,伊利,353571,伊利金典 250ml*12盒,食品饮料,7142910,buy,1511798203,95.96
527865,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,pv,1511845252,77.52
140115,2565212,ZARA,1667,ZARA修身牛仔裤 绿色 L码,服装鞋帽,6347472,buy,1512182972,203.03
479052,6035084,方太,877093,方太侧吸油烟机 CXW-358-8230,家用电器,8888283,buy,1511976402,4089.03
106933,3609082,三星,517820,三星Galaxy Z Flip5 256GB,电子产品,1788515,buy,1511775873,7568.58
364236,6910038,阿迪达斯,652847,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,6347472,pv,1512056995,695.67
530816,9553189,伊利,353571,伊利安慕希 205g*12杯,食品饮料,7142910,cart,1511926200,52.38
816751,5931368,索菲亚,803490,索菲亚电视柜 2m 白色,家居用品,2884020,buy,1511793887,2712.85
792509,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,buy,1512315398,775.68
795613,6873043,索菲亚,803490,索菲亚真皮床 1.8m 白色,家居用品,2884020,buy,1512021674,4609.4
762423,4605552,海尔,571650,海尔空调KFR-72LW/08LCA81U1,家用电器,8888283,buy,1512139219,6158.56
201414,3056490,优衣库,166135,优衣库修身牛仔裤 白色 XL码,服装鞋帽,6347472,buy,1511880495,172.61
755383,3576892,欧莱雅,363490,欧莱雅面霜 50ml,美妆护肤,7040903,fav,1512054108,1897.44
871581,6304127,太平鸟,295499,太平鸟休闲外套 棕色 M码,服装鞋帽,6347472,buy,1512056960,598.62
220096,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,pv,1512186780,97.74
609892,3787731,美的,528928,美的冰箱BCD-638WKPZM(E),家用电器,8888283,pv,1512059682,3261.4
156837,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,buy,1511656124,97.74
792509,6619218,GAP,207780,GAP卫衣 连帽款 蓝色 XL码,服装鞋帽,6347472,fav,1511762227,185.4
968962,3715670,统一,188064,百事美年达 330ml*24罐,食品饮料,7142910,buy,1511750232,38.77
693830,4378399,全友,2509,全友鞋柜 80cm 棕色,家居用品,2884020,buy,1511968665,3179.19
265409,5363058,西门子,718578,西门子洗衣机WM14U561HW,家用电器,8888283,buy,1511801703,5062.98
944151,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1511904450,2903.45
281594,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,buy,1511821121,267.94
259814,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1512150701,716.77
411882,3071935,太平鸟,295499,太平鸟连衣裙 红色 XXL码,服装鞋帽,6347472,buy,1511764267,640.94
299367,9302407,ZARA,1667,ZARA碎花连衣裙 黄色 L码,服装鞋帽,6347472,buy,1511882005,158.71
409369,4912883,迪奥,822650,迪奥香水 花香调 50ml,美妆护肤,7040903,buy,1511690477,577.74
425346,4964744,戴尔,826566,戴尔游匣G15 i7/16GB/1TB,电子产品,1788515,buy,1511833623,7884.27
651963,6619218,GAP,207780,GAP卫衣 连帽款 蓝色 XL码,服装鞋帽,6347472,buy,1512107397,185.4
523389,8455672,雅诗兰黛,430064,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,7040903,pv,1511812958,393.31
877236,3197527,可口可乐,927706,可口可乐雪碧 330ml*24罐,食品饮料,7142910,buy,1511848784,56.19
127121,3160812,OPPO,455018,OPPOFind X7 Ultra 1TB 黑色,电子产品,1788515,buy,1511919152,6411.91
579434,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,pv,1512160136,77.52
567122,2491976,阿迪达斯,652847,阿迪达斯运动长裤 Tiro 21 黑色 XXL码,服装鞋帽,6347472,buy,1511852036,176.21
133223,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,buy,1512029949,1650.54
388086,976821,格力,434092,格力洗衣机XQG100-BD14086,家用电器,8888283,buy,1511950806,5765.1
947458,5667640,李宁,693143,李宁篮球鞋 音速11 白色 43码,服装鞋帽,6347472,buy,1512063404,567.92
816751,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,pv,1511968642,14990.7
623285,3609082,三星,517820,三星Galaxy Z Flip5 256GB,电子产品,1788515,buy,1511812686,7568.58
427905,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,buy,1511917921,12742.0
915809,3928639,H&M,912310,H&M女士连衣裙 白色 M码,服装鞋帽,6347472,buy,1511751827,335.8
373441,9553189,伊利,353571,伊利安慕希 205g*12杯,食品饮料,7142910,buy,1511804002,52.38
959099,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,pv,1512031450,53.31
536045,7317745,可口可乐,927706,可口可乐可乐 330ml*24罐,食品饮料,7142910,cart,1511990986,57.14
551914,1660574,耐克,901589,耐克运动袜 3双装 红色 XL码,服装鞋帽,6347472,buy,1512123206,399.74
361303,413384,戴尔,826566,戴尔XPS15 i7/32GB/2TB,电子产品,1788515,buy,1512165801,14348.67
498290,8033659,宜家,593883,宜家爱克托沙发 白色,家居用品,2884020,buy,1512160203,9036.23
518373,3739556,李宁,693143,李宁运动鞋 超轻20 红色 40码,服装鞋帽,6347472,buy,1512117306,570.87
207573,5382909,顾家,257671,顾家家居实木书桌 1.6m 棕色,家居用品,2884020,buy,1511713382,1790.83
975467,1297632,顾家,257671,顾家茶几 60cm 灰色,家居用品,2884020,buy,1512151652,1642.62
377304,5089357,H&M,912310,H&M基础款T恤 黄色 S码,服装鞋帽,6347472,buy,1512297837,114.97
906360,7656052,苹果,849003,苹果iPhone 15 Pro Max 1TB 黑色,电子产品,1788515,buy,1511897086,6002.66
888539,5931368,索菲亚,803490,索菲亚电视柜 2m 白色,家居用品,2884020,buy,1512209790,2712.85
417543,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1512186190,2632.79
454508,3250465,海尔,571650,海尔洗衣机G100368HBD14LSU1,家用电器,8888283,pv,1512197413,4195.69
505341,7428837,欧派,934621,欧派岩板餐桌 1.4m 棕色,家居用品,2884020,buy,1511604838,2592.1
284692,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,buy,1512119657,267.94
242736,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,pv,1511921205,702.58
395459,1462076,统一,188064,统一老坛酸菜面 120g*5袋,食品饮料,7142910,pv,1511903491,12.97
271720,4408643,迪奥,822650,迪奥烈焰蓝金口红 999号,美妆护肤,7040903,buy,1511910494,728.08
165306,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,pv,1512193266,320.84
774558,5491240,老板,109436,老板消毒柜ZTD100S-W727,家用电器,8888283,buy,1511878287,2298.27
755420,976821,格力,434092,格力洗衣机XQG100-BD14086,家用电器,8888283,buy,1512022945,5765.1
549433,9028628,可口可乐,927706,可口可乐芬达 330ml*24罐,食品饮料,7142910,pv,1511877014,76.63
389930,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,buy,1512136082,1814.26
284171,903142,森马,329714,森马牛仔裤 修身款 蓝色 30码,服装鞋帽,6347472,buy,1511880763,193.43
772865,9302407,ZARA,1667,ZARA碎花连衣裙 黄色 L码,服装鞋帽,6347472,buy,1512292582,158.71
133223,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1512166093,2632.79
369826,4378399,全友,2509,全友鞋柜 80cm 棕色,家居用品,2884020,buy,1512111868,3179.19
868367,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1511741842,6118.18
108203,567938,华为,339116,华为Mate 60 Pro 512GB 黑色,电子产品,1788515,pv,1512105363,6226.75
502491,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1512036972,3311.19
391773,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1512064138,53.31
525818,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,pv,1512150778,12742.0
689704,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,buy,1511852382,1650.54
653081,3928639,H&M,912310,H&M女士连衣裙 白色 M码,服装鞋帽,6347472,buy,1512036187,335.8
434002,4912883,迪奥,822650,迪奥香水 花香调 50ml,美妆护肤,7040903,pv,1511939988,577.74
469435,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1512272596,3824.76
772875,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1511695066,2903.45
319832,5089357,H&M,912310,H&M基础款T恤 黄色 S码,服装鞋帽,6347472,buy,1512272313,114.97
353080,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,buy,1512138065,2766.11
407757,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,buy,1512280838,12742.0
226516,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1512034113,1624.95
672661,3250465,海尔,571650,海尔洗衣机G100368HBD14LSU1,家用电器,8888283,buy,1511847331,4195.69
329021,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,pv,1512037215,2617.46
926403,5247402,阿迪达斯,652847,阿迪达斯运动T恤 Climalite 白色 M码,服装鞋帽,6347472,pv,1512034816,160.91
413058,4547348,OPPO,455018,OPPOReno11 Pro 256GB 绿色,电子产品,1788515,buy,1511905589,1774.2
576805,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,buy,1511741124,2766.11
406039,8821418,资生堂,318919,资生堂红腰子精华 50ml,美妆护肤,7040903,pv,1511811713,870.74
110644,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1511945384,426.81
335729,5089357,H&M,912310,H&M基础款T恤 黄色 S码,服装鞋帽,6347472,buy,1512261786,114.97
760626,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,buy,1511896998,2766.11
464663,2654249,老板,109436,老板集成灶S2系列,家用电器,8888283,buy,1512185350,3723.78
781453,6390460,伊利,353571,伊利纯牛奶 250ml*24盒,食品饮料,7142910,buy,1511585304,86.37
322423,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1512184686,2903.45
381981,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,pv,1512176055,22.71
680358,8033659,宜家,593883,宜家爱克托沙发 白色,家居用品,2884020,fav,1512010108,9036.23
437978,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1512116193,2372.87
991014,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,pv,1511831851,4784.11
499534,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,buy,1511857932,1833.92
662093,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1511859680,2903.45
358568,5877929,西门子,718578,西门子烤箱HB653GBS1W,家用电器,8888283,buy,1512107312,1029.17
195656,4447443,老板,109436,老板油烟机CXW-260-27A3,家用电器,8888283,buy,1512255220,4673.99
130359,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,pv,1511849968,716.77
786406,8758579,迪奥,822650,迪奥粉底液 010 30ml,美妆护肤,7040903,pv,1512118384,397.75
723398,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1511828502,716.77
481995,8359777,安踏,179263,安踏运动袜 3双装 黄色 XL码,服装鞋帽,6347472,buy,1511795569,97.74
808446,9922972,小米,307716,小米14 Ultra 1TB 白色,电子产品,1788515,buy,1512121111,3918.36
818113,6035084,方太,877093,方太侧吸油烟机 CXW-358-8230,家用电器,8888283,buy,1511741132,4089.03
211579,7149676,优衣库,166135,优衣库外套 轻型羽绒 灰色 XXL码,服装鞋帽,6347472,buy,1511891681,716.77
373432,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,cart,1512160675,267.94
910075,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1511963935,411.26
626986,6604951,H&M,912310,H&M男士衬衫 棕色 S码,服装鞋帽,6347472,pv,1512058355,340.34
